"id","name","component","ra","dec","proper_motion","proper_motion_dir","radial_velocity","spectral_type_full","spectral_type","spectral_type_sub","luminosity_class","visual_magnitude","absolute_magnitude","parallax","bv_color","hd_number"
13604,"Gl 278","C","07 34 37.2","+31 52 07",0.232,241.4,-1.9,"M0.5Ve","M",0,,9.07,8.24,68.3,1.49,
13618,"Gl 281",,"07 39 23.7","+02 11 04",0.27,205,10,"dM0","M",0,,9.61,8.84,70,1.44,
13384,"GJ 1084",,"05 47 18.4","-48 31 30",0.32,176,,"M0 V","M",0,"V",9.74,8.52,57,1.38,
12669,"NN 3085",,"01 19 22.6","-26 24 14",0.022,347,,"m",,,,13.46,11.52,41,,
12671,"NN 3087","B","01 20 04.2","+38 59 35",0.365,60,,"k-m",,,,14.35,11.25,24,,
12672,"NN 3088",,"01 19 51.4","-27 26 49",0.374,98,,"m",,,,14.2,12.21,40,,
12678,"NN 3092","B","01 22 09.7","-26 54 31",0.242,196,,"m",,,,14.85,13.16,46,,
12679,"NN 3093","A","01 22 45.2","+00 31 55",0.567,202.4,,"m",,,,13.97,13.17,69.2,1.76,
12680,"NN 3094","B","01 22 45.2","+00 31 55",0.567,202.4,,"m",,,,15,14.2,69.2,,
12682,"NN 3096",,"01 22 46.8","-25 48 17",0.119,58,,"m",,,,13.05,11.32,45,,
12685,"Gl 57.1","C","01 23 01.0","-12 57 29",0.474,94,,,,,,13.1,11.3,44,,
12687,"GJ 1038",,"01 25 02.3","-32 51 05",0.29,60.5,,"k-m",,,,9.8,8.65,59,1.45,
12689,"GJ 1039",,"01 25 24.8","-26 00 50",0.551,156.8,,"DC7",,,,14.95,13.61,54,0.4,
12693,"Gl 59","B","01 32 58.0","-24 14 27",0.326,118,,"m",,,,12.77,12.01,70.4,1.3,
12701,"NN 3101",,"01 36 02.1","-26 46 41",0.026,11,,"m",,,,13.33,11.87,51,,
12733,"Gl 75",,"01 47 44.5","+63 51 08",0.636,112.8,4,"K0 V","K",0,"V",5.63,5.57,97.2,0.81,10780
13883,"Gl 340.2",,"09 19 28.0","+00 53 47",0.199,225,47.5,"K0","K",0,,8.16,6.17,40,0.87,80367
13630,"Gl 287",,"07 45 01.2","+02 08 13",0.225,167.3,-21,"dM0","M",0,,10.2,8.37,43,1.37,
13677,"GJ 1107",,"08 05 42.2","+34 04 36",0.28,146,-4.9,"dM0  p","M",0,,10.14,8.82,54.5,1.35,
12778,"NN 3133",,"02 04 59.1","-15 40 42",0.034,156,,"K0 V","K",0,"V",7.78,5.9,42,,12786
12797,"Gl 86",,"02 10 26.1","-50 49 26",2.264,72.9,53.1,"K0 V","K",0,"V",6.12,5.88,89.4,0.82,13445
13678,"NN 3477",,"08 06 36.2","+55 53 40",0.182,128,,"M0","M",0,,11.48,10.1,53,1.49,
13679,"NN 3478",,"08 05 59.1","+26 16 52",,,,"M0","M",0,,10.21,9.03,58,1.46,
13702,"Gl 301","A","08 13 09.1","-13 55 01",0.556,206.7,20,"M0 V","M",0,"V",9.74,8.43,54.8,1.41,
13688,"GJ 1108","A","08 08 56.2","+32 49 13",0.219,194.3,4,"dM0.5e","M",0,,10.05,8.87,58,1.35,
13729,"Gl 308","A","08 28 22.1","+35 00 56",1.102,251.5,,"M0 V","M",0,"V",11.48,9.14,34,1.55,
13722,"Gl 305.1",,"08 23 30.6","+21 50 59",0.378,132,-27.3,"dM0  e","M",0,,9.54,7.6,41,1.18,
13732,"Gl 308.1",,"08 29 55.8","+61 43 34",0.864,145.7,,"dM0","M",0,,10.33,8.6,45,1.37,
13764,"Gl 316",,"08 40 00.4","-06 28 28",0.167,138.8,-6,"dM0","M",0,,9.9,8.48,52,1.39,
13769,"Gl 319","A","08 42 45.1","+09 33 21",0.673,162.4,20.4,"M0   J","M",0,,9.7,8.82,66.8,1.41,
13890,"Gl 341",,"09 21 37.5","-60 16 53",0.879,282.6,36.2,"M0 V","M",0,"V",9.5,9.5,99.4,1.48,304636
13785,"Gl 322",,"08 52 00.4","+66 07 55",0.142,43.6,-20.9,"dM0","M",0,,9.28,8.07,57.4,1.34,
13787,"Gl 323","A","08 50 42.4","+07 51 51",0.06,270,-10,"dM0  pJ","M",0,,9.77,8.43,54,1.36,
13792,"GJ 1115",,"08 53 47.5","+35 13 21",0.35,213.1,44.7,"dM0","M",0,,9.3,7.57,45,1.14,
13834,"Gl 334",,"09 06 45.7","-08 48 24",0.376,305.8,37.1,"dM0","M",0,,9.51,8.86,74,1.42,
13851,"Gl 336.1",,"09 11 30.8","+46 37 05",0.39,267,,"dM0","M",0,,10.94,9.17,44.2,1.44,
13932,"GJ 1127",,"09 37 11.8","+22 41 39",0.231,219.3,-36.9,"dM0","M",0,,9.48,7.97,50,1.28,
13960,"Gl 371",,"09 52 11.4","+03 13 17",0.44,270.7,21.5,"dM0  p","M",0,,8.86,6.84,39.4,1.23,85488
13962,"Gl 372",,"09 53 12.2","-03 41 27",0.471,191,,"dM0","M",0,,10.54,10.5,98,1.52,
13988,"NN 3584",,"10 04 33.0","+05 33 55",,,,"M0","M",0,,12.66,10.78,42,1.5,
13989,"NN 3585",,"10 06 44.0","+41 42 47",0.557,217.2,,"M0","M",0,,11.32,9.3,39,1.49,
13991,"Gl 378.2",,"10 06 57.3","+02 57 52",0.11,218,-15.4,"dM0  e","M",0,,9.95,8.57,53,1.39,
14002,"Gl 381",,"10 12 05.1","-02 41 11",0.829,142,40,"dM0","M",0,,10.63,10.98,117.3,1.57,
14005,"Gl 383.1",,"10 13 57.8","+52 30 22",0.773,173.9,-24.8,"dM0","M",0,,9.53,7.43,38,1.1,233719
14013,"GJ 2079",,"10 14 20.1","+21 04 37",0.23,204,10.1,"dM0  e","M",0,,10.2,9.05,59,1.36,
14019,"Gl 386",,"10 16 46.2","-11 57 43",0.744,213.9,-20,"dM0","M",0,,10.98,10.74,89.7,1.47,
14035,"NN 3598",,"10 24 19.6","+11 57 16",,,,"M0","M",0,,12.46,10.73,45,1.57,
14057,"Gl 397.1","A","10 31 42.5","+57 06 57",0.251,325,-2,"dM0  e","M",0,,9.65,8.43,57,1.38,
14111,"Gl 406.1",,"10 57 38.5","+69 35 48",0.638,275.3,7,"dM0.5","M",0,,10.28,8.37,41.4,1.4,
14113,"Wo 9342",,"10 58 22.5","+48 17 28",0.1,145,,"dM0","M",0,,10.52,9.17,53.6,1.37,
14123,"GJ 1141","A","11 02 17.2","+16 31 06",0.196,152,,"dM0","M",0,,11.51,10.69,68.4,1.48,
14124,"GJ 1141","B","11 02 17.2","+16 31 06",0.196,152,,"dM0","M",0,,11.63,10.81,68.4,1.48,
14167,"NN 3653",,"11 15 53.9","+55 19 50",,,,"M0","M",0,,11.22,9.34,42,1.41,
14194,"NN 3662",,"11 25 00.1","+40 00 11",0.122,254,4,"dM0","M",0,,10.33,8.55,44,1.36,
14200,"NN 3664",,"11 27 38.2","+03 58 42",0.095,288,,"dM0","M",0,,10.68,8.85,43,1.42,
14207,"Gl 430",,"11 31 13.6","+63 09 27",0.06,81,-6,"dM0","M",0,,10.02,8.43,48,1.33,
13964,"GJ 1130","A","09 53 28.4","-31 45 11",0.204,228.9,,"M0 V","M",0,"V",10.21,8.7,50,1.38,
14071,"GJ 1135",,"10 41 09.4","-36 53 44",0.252,133.4,,"M0 V","M",0,"V",9.97,9.35,75,1.48,
14142,"NN 3645",,"11 09 57.1","-10 17 11",,,,"M0 V","M",0,"V",10.54,8.6,41,1.4,
14173,"GJ 1145",,"11 17 07.6","-27 48 53",0.186,122.5,,"M0 V","M",0,"V",9.79,8.61,58,1.4,
12744,"NN 3119",,"01 51 04.2","-06 07 10",0.584,113.5,,"m",,,,14.6,14.6,100,,
12753,"Gl 81","B","01 55 57.7","-51 36 30",0.743,66.1,,,,,,10.7,9.4,54.8,,
12755,"Gl 81.1","B","01 57 11.6","-10 14 59",0.438,239,-9,"m",,,,11.21,8.8,33,1.38,
12760,"GJ 1041","A","01 59 12.7","+03 31 02",0.291,90,,"k-m",,,,10.98,10.82,93,1.52,
12761,"GJ 1041","B","01 59 12.7","+03 31 02",0.291,90,,"m",,,,14,13.8,93,,
12762,"NN 3123",,"02 00 02.8","+43 45 30",0.276,155,,"m",,,,13.01,11.07,41,,
12763,"NN 3124",,"02 00 07.5","+36 39 42",0.268,165,,"m",,,,13.93,11.94,40,,
12765,"NN 3125",,"02 01 54.3","+73 32 30",0.319,104,,"m",,,,14.12,14.01,95,1.9,
14345,"Gl 461","AB","12 20 26.0","+00 35 02",0.09,103,4.1,"M0 V","M",0,"V",10.1,9.1,63,1.47,
14250,"GJ 1150",,"11 47 02.3","+50 58 40",0.12,138,1.8,"dM0  p","M",0,,9.62,7.89,45,1.26,
14321,"Gl 457",,"12 12 05.1","+58 55 37",0.093,90.6,-15,"dM0","M",0,,10.04,8.29,44.7,1.28,238087
14517,"Gl 509.1",,"13 23 22.8","+57 54 21",0.12,104.9,-6.6,"M0 V","M",0,"V",9.75,8.2,49,1.26,238224
14347,"NN 3721",,"12 22 21.3","+25 10 13",0.715,254.7,,"M0","M",0,,11.38,9.16,36,1.34,
14538,"Wo 9448","A","13 31 58.6","+31 08 01",0.141,281.4,,"M0 V","M",0,"V",11.11,9.53,48.3,1.44,
14432,"Gl 488",,"12 50 43.8","-00 46 03",0.402,185.6,6.1,"M0.5Ve","M",0,,8.49,8.09,83.1,1.4,111631
14450,"Gl 493",,"13 00 16.8","-02 42 15",0.814,269.9,-14.5,"dM0.5","M",0,,9.78,8.65,59.4,1.2,112943
14459,"Gl 499","A","13 06 15.4","+20 43 43",0.084,315.6,-1.8,"dM0","M",0,,9.44,8.27,58.3,1.29,
14573,"Gl 522",,"13 41 55.3","-00 07 46",0.455,199.8,45.9,"M0 V","M",0,"V",9.74,8.15,48,1.3,119217
15558,"Gl 778",,"20 03 52.4","+23 20 29",1.353,228.3,-1.8,"K1 V","K",1,"V",7.26,5.96,55,0.82,190404
14466,"Wo 9428",,"13 08 24.5","+16 58 18",0.103,255.5,,"M0","M",0,,11.8,10.11,46,1.55,
13000,"Gl 135",,"03 19 02.0","-02 50 37",0.272,110.9,22.5,"G1.5 V","G",1,"V",7.03,4.99,39,0.66,20619
14470,"NN 3765",,"13 08 56.2","+49 04 50",,,,"M0","M",0,,11.04,9.62,52,1.54,
14515,"Gl 509","A","13 23 32.7","+29 14 16",0.539,295.7,-39,"dM0","M",0,,9.52,8.15,53.2,1.33,116495
14545,"GJ 1172",,"13 34 21.0","+04 40 03",0.192,133.5,14,"dM0.5","M",0,,9.97,8.75,57,1.38,
14559,"Gl 520","A","13 37 51.0","+48 08 17",0.239,242,-28,"dM0.5","M",0,,10.17,8.39,44,1.4,
14606,"Gl 532",,"13 51 59.8","+49 57 00",0.448,109.1,-44.8,"dM0  p","M",0,,8.9,8.08,68.6,1.33,234078
14609,"Gl 533",,"13 53 27.9","+12 56 30",0.695,194.5,6,"dM0","M",0,,9.8,9.06,71,1.4,
14623,"Gl 535",,"13 59 19.2","+22 52 11",0.17,273.7,-57.4,"dM0  p","M",0,,9.03,7.34,46,1.16,122120
14625,"Gl 536.1","A","14 01 58.8","+15 29 39",0.12,99,-10.5,"dM0.5 J","M",0,,11.25,8.9,34,1.45,
14628,"NN 3822",,"14 02 19.9","+13 41 24",0.14,131.5,-11,"dM0.5","M",0,,10.65,9.35,55,1.47,
14629,"NN 3823",,"14 02 46.8","-24 31 47",0.545,318.4,,"M0.5","M",0,,12.15,10.3,42,1.7,
14639,"Gl 539.2",,"14 09 27.1","-30 55 51",0.523,244.2,-12,"M0","M",0,,11.81,10.05,44.5,1.5,
14649,"Wo 9472",,"14 13 31.7","-06 57 28",0.219,47,,"dM0","M",0,,10.16,8.74,52,1.43,
14667,"Gl 541.2",,"14 17 24.8","+45 26 40",0.041,113,,"dM0  p","M",0,,10.25,8.83,52,1.44,
14677,"NN 3842",,"14 20 04.8","+39 02 59",,,,"M0:e:","M",0,,12.31,10.76,49,1.51,
14695,"Gl 550.1",,"14 27 45.3","+23 50 28",0.502,279.4,-59,"dM0","M",0,,10.92,7.91,25,1.26,
14714,"NN 3857",,"14 32 30.2","+05 46 40",0.322,343,,"dM0","M",0,,10.64,9.03,47.7,1.23,
14721,"Gl 558",,"14 34 57.9","+33 44 49",0.788,287.1,-51.9,"dM0.5","M",0,,9.58,7.52,38.8,1.28,
14766,"Gl 569","AB","14 54 29.6","+16 06 04",0.335,108.4,-8.4,"dM0  e","M",0,,10.2,10.1,95.6,1.48,
14768,"NN 3874",,"14 54 53.6","+09 56 38",0.514,216.8,,"M0.5","M",0,,11.3,9.42,42,1.4,
14786,"Gl 571.1",,"15 00 44.0","-11 08 08",0.47,178.9,14,"dM0.5","M",0,,9.48,8.04,51.6,1.4,132683
14789,"Gl 572",,"15 00 55.8","+45 25 34",0.394,36,-10,"dM0","M",0,,9.13,8.48,74.3,1.43,
14836,"Wo 9520",,"15 21 52.3","+20 58 43",0.145,34.7,,"dM0  e","M",0,,10.11,9.92,91.6,1.51,
14845,"Gl 585.1",,"15 27 43.2","+02 35 55",0.05,259,,"dM0","M",0,,10.21,8.22,40,1.34,
14851,"Gl 587.1",,"15 28 01.7","+25 47 25",0.12,121,,"dM0","M",0,,11.12,9.24,42,1.46,
14858,"Gl 588.1",,"15 33 55.1","+37 54 51",0.08,166,,"dM0","M",0,,11.28,9.29,40,1.5,
14894,"Gl 600",,"15 52 07.9","+10 52 29",0.358,228.4,-0.7,"dM0","M",0,,9.36,7.74,47.4,1.42,
14912,"Gl 606",,"15 59 53.7","-08 15 17",0.194,104.7,,"dM0","M",0,,10.5,10.46,98.1,1.51,
14921,"Gl 608",,"16 00 35.9","+61 39 42",0.462,274.6,-36.5,"dM0","M",0,,9.99,8.13,42.5,1.29,
14944,"Gl 612.1",,"16 06 42.3","+34 37 27",0.622,153.6,8.2,"dM0","M",0,,10.45,8.94,49.8,1.24,
14951,"NN 3942",,"16 09 03.6","+52 56 39",0.23,71,,"dM0","M",0,,10.19,9.22,64,1.45,
14984,"Gl 619",,"16 20 53.0","+40 57 39",0.122,347.7,7.5,"dM0  p","M",0,,8.98,8.14,68,1.3,
15022,"Gl 630",,"16 35 08.9","+33 18 08",0.263,252,,"dM0","M",0,,11.06,8.37,29,1.34,
15079,"Gl 647",,"16 57 46.7","+13 17 31",0.1,29,,"dM0","M",0,,10.66,7.75,26.2,1.36,
15123,"Gl 660.1",,"17 12 51.2","-05 07 29",0.708,164.7,,"M0","M",0,,11.62,10.1,49.6,1.46,
15135,"NN 3996",,"17 16 19.5","-12 10 41",0.17,96,21,"dM0","M",0,,10.33,8.45,42,1.37,
12800,"NN 3141",,"02 11 18.7","-63 14 14",0.778,242.9,,"m",,,,12.25,10.99,56,,
12803,"NN 3142",,"02 12 54.5","+00 00 14",0.546,89.2,,"m",,,,13.5,12.4,60,,
12809,"GJ 1045",,"02 15 00.5","+17 25 03",0.594,143.3,,"m+",,,,14.44,12.82,47.4,1.62,
12810,"NN 3143",,"02 15 34.2","+33 57 42",0.424,156.5,,"m",,,,13.58,12.4,58,,
12814,"Gl 91.2","B","02 15 46.3","-18 14 27",0.193,199.4,,"K","K",,,9.1,7.3,44,,
12815,"Gl 91.3",,"02 16 58.0","+42 57 59",1.009,125.2,,"DC9",,,,16.2,14.73,50.9,0.72,
12816,"NN 3146",,"02 16 31.4","+13 35 38",0.66,128.2,,"m",,,,15.79,16.15,118.2,1.98,
12818,"NN 3147",,"02 17 10.4","+35 26 32",0.595,116.4,,"m+",,,,15.99,15.91,96.6,,
12823,"Gl 93",,"02 17 34.7","-53 59 22",0.626,52,,"m",,,,11.43,10.75,73.2,1.41,
15143,"Gl 666","B","17 19 03.3","-46 38 03",1.053,80.5,25.1,"M0 V","M",0,"V",8.69,9.29,131.9,1.41,
15582,"Gl 784",,"20 13 53.0","-45 09 50",0.796,102.5,-31.1,"M0 V","M",0,"V",7.97,9.04,163.9,1.43,191849
15173,"Gl 676","A","17 30 11.0","-51 38 09",0.3,238,-27.2,"M0","M",0,,9.58,9.18,83.3,1.46,
15184,"Gl 680",,"17 35 13.5","-48 40 52",0.46,7,,"M0","M",0,,10.15,9.72,81.9,1.56,
15769,"Gl 830",,"21 30 02.5","-12 30 38",1.059,104.5,-84.1,"M0 V","M",0,"V",9.1,8.12,63.6,1.28,204587
15201,"Gl 686.1","A","17 37 49.1","+22 57 16",0.237,220.8,4.1,"dM0  eJ","M",0,,10,8.04,40.6,1.33,
15866,"Gl 846",,"22 02 10.5","+01 23 59",0.532,241,18.5,"M0.5 V","M",0,"V",9.18,9.16,98.9,1.48,209290
15215,"Gl 690","A","17 38 33.7","+71 19 56",0.338,341,-0.8,"dM0","M",0,,9.2,7.85,53.7,1.1,
15921,"GJ 1267",,"22 22 16.4","-54 33 39",0.293,322.6,,"M0 V","M",0,"V",9.06,8.44,75,1.35,211970
13003,"Gl 138",,"03 18 12.5","-62 30 23",1.483,63.7,11.5,"G1 V","G",1,"V",5.24,4.95,87.5,0.6,20807
15248,"Gl 697.1",,"17 55 25.1","+03 45 17",0.092,278.7,3,"dM0  e","M",0,,10.13,8.05,38.4,1.34,
15269,"NN 4041",,"18 04 17.5","+35 57 26",0.257,170,,"M0","M",0,,10.83,9.57,56,1.48,
13090,"GJ 1064","A","03 47 02.4","+41 25 38",1.375,153.9,49.6,"K1 V","K",1,"V",8.15,6.6,48.9,0.78,23439
15289,"NN 4046",,"18 15 43.8","+18 56 12",0.44,186,,"M0","M",0,,10.84,9.25,48,1.5,
15291,"Gl 708.2",,"18 16 02.6","+13 54 46",0.501,170.3,11,"dM0","M",0,,10.2,8.83,53.2,1.44,
15294,"Gl 709",,"18 16 30.7","+45 33 24",0.3,354,-36.8,"dM0","M",0,,10.28,8.61,46.4,1.47,
15313,"NN 4057",,"18 25 04.1","+24 38 00",0.429,190,,"M0","M",0,,10.79,9.06,45,,336196
15340,"Gl 723",,"18 40 17.5","-10 27 55",0.539,193.9,,"M0.5","M",0,,11.49,10.59,66,1.55,
15341,"Gl 724",,"18 40 57.2","-13 22 47",0.671,186.7,,"M0","M",0,,10.63,9.38,56.2,1.5,
13121,"Gl 158",,"04 03 14.8","+35 16 25",2.201,127.7,-25.6,"K1 V","K",1,"V",8.51,7.2,54.8,0.87,25329
15383,"Gl 734","A","18 54 54.6","+10 58 28",0.12,95,-26.8,"dM0","M",0,,9.44,8.41,62.1,1.36,230017
13226,"Gl 176.1",,"04 42 03.2","-37 08 42",0.199,11.7,26.8,"F1 V","F",1,"V",5.05,3.8,56.9,0.38,29992
15404,"NN 4094","AB","19 03 17.3","+63 59 32",,,,"M0","M",0,,10.6,8.6,40,1.42,
15424,"NN 4099",,"19 09 20.8","+39 12 25",,,,"M0","M",0,,11.33,10.03,55,1.53,
15444,"Gl 751",,"19 15 19.3","+24 53 47",0.305,51,-70.1,"dM0","M",0,,9.72,8.26,51,1.35,338030
15476,"Gl 761.2",,"19 32 38.0","+00 34 43",0.25,79,-47.9,"dM0.5","M",0,,10.43,8.68,44.6,1.45,
15482,"Gl 763",,"19 34 39.7","+04 34 58",0.605,59.9,-57.4,"dM0.5","M",0,,9.36,8.7,73.7,1.39,184489
15499,"NN 4120",,"19 39 33.5","+71 52 12",0.454,205,,"M0.5","M",0,,10.96,9.37,48.1,1.48,
15510,"NN 4122",,"19 45 49.5","+32 23 15",0.457,63,,"M0","M",0,,10.86,9.68,58,,
12511,"Gl 23","B","00 35 14.5","-03 35 36",0.411,92.9,8.8,"G1 V","G",1,"V",6.4,5.3,61.4,,
15511,"Gl 767","A","19 46 24.3","+32 00 58",0.623,131,-4.4,"M0.5","M",0,,10.15,9.5,74.1,1.48,331161
12529,"Gl 29",,"00 40 26.2","-59 27 16",0.99,62.8,1.5,"G1 V","G",1,"V",5.9,4.67,56.7,0.56,3823
13375,"Gl 217",,"05 46 01.5","+37 17 07",0.709,136.8,-26.9,"K1 V","K",1,"V",7.36,6.13,56.7,0.83,38230
13484,"Gl 244","A","06 45 09.2","-16 43 00",1.328,204.3,-9.4,"A1 V","A",1,"V",-1.43,1.47,380.4,0,48915
15540,"Wo 9677","A","19 56 32.6","+59 09 43",0.421,255,,"dM0  p","M",0,,9.96,7.97,40,1.22,
15587,"Gl 786",,"20 10 52.7","+77 14 18",0.517,6.7,-1.1,"dM0","M",0,,8.88,7.79,60.4,1.33,193202
15589,"Gl 786.1",,"20 15 53.2","+42 58 44",0.06,170,,"dM0  p","M",0,,9.97,7.67,34.6,1.34,
15595,"NN 4145",,"20 21 10.4","-51 47 23",0.11,336,,"M0","M",0,,10.2,8.94,56,1.41,
15633,"NN 4155",,"20 40 56.0","-10 06 47",,,,"M0  e","M",0,,11.94,10.16,44,1.51,
13566,"Gl 269","A","07 17 29.1","-46 58 43",0.578,358.1,59,"K1 V","K",1,"V",7.15,6.71,81.6,0.99,57095
15707,"Gl 819","B","21 07 10.6","-13 55 19",0.392,93.9,,"M0","M",0,,10.2,9.4,68.1,,
15761,"Gl 828.2",,"21 27 16.9","-06 50 40",0.411,180,,"M0","M",0,,11.1,9.75,53.6,1.55,
15763,"NN 4195",,"21 27 46.8","+07 17 59",0.653,199.2,,"M0.5","M",0,,11.6,9.63,40.3,1.56,
15783,"Gl 834","A","21 36 38.6","+39 27 22",0.263,233,,"dM0","M",0,,10.34,8.83,49.8,1.42,
15786,"Gl 835",,"21 38 00.0","+27 43 26",0.43,93,-13.3,"M0  e","M",0,,9.88,9.42,80.8,1.5,
15788,"NN 4208",,"21 37 49.6","+53 04 56",0.296,70,,"M0","M",0,,10.6,8.96,47,1.41,
15848,"Gl 841","A","21 56 51.4","-51 00 26",0.39,189,-9,"M0","M",0,,10.4,9.6,68.4,1.5,
15904,"Gl 851.5",,"22 14 31.1","+27 51 15",0.569,333.4,17,"dM0.5","M",0,,10.35,8.66,46,1.46,
15927,"Gl 856","A","22 23 29.3","+32 27 31",0.327,133,,"dM0  eJ","M",0,,11.41,11.21,91,1.57,
15948,"Wo 9784",,"22 28 46.4","+18 55 51",0.21,127,,"dM0","M",0,,10.75,9.06,46,1.48,
15952,"Gl 863",,"22 33 02.5","+09 22 42",0.547,74.5,-6.5,"M0","M",0,,10.37,9.47,66,1.51,
12868,"NN 3168",,"02 36 27.8","+55 28 37",0.355,222,,"m",,,,13.22,11.34,42,,
12878,"NN 3172",,"02 37 29.7","+00 21 20",0.543,107,,"m",,,,15.16,13.2,40.6,1.67,
12882,"NN 3174",,"02 39 17.7","+07 28 17",0.446,105.1,,"m",,,,14.27,12.54,45,,
12887,"GJ 1050",,"02 39 50.9","-34 08 01",1.721,161.7,-71,"m",,,,11.75,10.85,66,1.52,
12905,"NN 3179","B","02 45 41.3","+44 57 06",0.435,106.7,,"m",,,,15,13,47,,
12909,"NN 3180",,"02 46 14.5","-04 59 18",2.524,138.1,,"m",,,,15.86,14.79,61,1.5,
12912,"NN 3182",,"02 48 36.1","+54 23 12",0.613,224.1,,"DC9",,,,15.32,15.25,97,0.93,
12935,"Wo 9106",,"02 56 11.8","+13 54 49",0.113,235.5,3.1,"K0","K",0,,9.05,5.86,23,0.81,18257
15978,"Wo 9793",,"22 41 35.0","+18 49 28",0.273,72.6,,"M0","M",0,,10.75,8.76,40,1.42,
12907,"Gl 112",,"02 46 15.7","+25 38 56",0.286,121.1,14.5,"K1 IV","K",1,"IV",7.88,6.48,52.6,0.84,17190
16040,"Wo 9809",,"23 06 02.8","+63 55 10",0.174,109.8,,"dM0","M",0,,10.82,9.04,44,1.42,
13126,"Wo 9143",,"04 05 37.8","-27 39 04",0.222,64.1,63.3,"F1 IV","F",1,"IV",5.58,3.8,43.1,0.32,25945
16045,"Gl 889.1",,"23 08 06.5","+03 19 47",0.533,60,32,"dM0","M",0,,10.91,9.85,61.3,1.52,
12424,"Gl 4.2","A","00 06 19.1","-49 04 32",0.592,93.9,2.6,"G1 IV","G",1,"IV",5.71,4.13,48.3,0.52,142
16199,"Gl 913",,"23 58 43.1","+46 43 42",0.642,90.3,3.6,"dM0.5","M",0,,9.62,8.51,60,1.44,
13285,"NN 3334",,"05 07 38.6","+09 28 16",0.381,179.1,-22.2,"G1 IV","G",1,"IV",6.17,4.19,40.2,0.62,33021
12593,"Gl 44",,"00 57 20.3","-01 48 56",0.321,238.2,-47.8,"K1","K",1,,9.46,8.69,70,0.86,
13398,"Gl 225",,"05 56 24.7","-14 10 02",0.146,340.4,-1.4,"F1 III","F",1,"III",3.72,3.05,73.4,0.33,40136
12541,"Gl 31",,"00 43 35.6","-17 59 09",0.234,81,13.3,"K1 IIIe","K",1,"III",2.04,0.72,54.5,1.01,4128
16210,"GJ 1294","A","00 02 09.0","-68 16 52",0.287,134.7,,"M0 V","M",0,"V",9.66,8.55,60,1.39,224953
12666,"Gl 56.3","A","01 18 40.8","-00 52 03",0.507,120.3,18.2,"K1 V","K",1,"V",8,5.96,39,0.82,7895
12740,"Wo 9061","B","01 49 23.4","-10 42 12",0.175,239.8,-2.5,"dG1","G",1,,6.77,4.78,40,0.62,11131
13569,"Gl 271","A","07 20 07.1","+21 58 58",0.029,239.1,-15.3,"F1 IV-V","F",1,,3.53,2.51,62.4,0.34,56986
13241,"Wo 9168",,"04 51 44.1","+45 50 04",0.674,144.8,25.9,"G1 IV-V","G",1,,6.97,5,40.9,0.58,30649
13746,"Wo 9269",,"08 33 46.1","-23 21 16",0.337,302.6,19.4,"K1(IV)+G","G",1,,7.21,5.2,39,0.74,72769
14519,"NN 3784","B","13 23 56.6","+54 55 16",0.119,106,-9.3,"A1 m","A",1,,3.95,2.04,41.4,0.13,116657
13676,"NN 3476",,"08 02 31.7","-66 01 18",0.189,227.3,,"K1 V","K",1,"V",7.14,6.33,69,0.94,67199
12623,"Gl 52.1",,"01 06 48.0","-50 59 28",0.497,88.6,8.7,"K1 V","K",1,"V",8.85,7.21,47,0.94,6673
12736,"Gl 76",,"01 47 38.2","-26 45 00",0.295,200.4,25,"K1 V","K",1,"V",8.98,5.79,23,0.81,11020
12821,"Gl 92.1",,"02 18 24.4","+56 33 38",0.401,122.2,3.2,"K1 V","K",1,"V",8.27,6.33,41,0.92,14039
12937,"Gl 120.1","A","02 57 14.1","-24 58 06",0.025,126.4,50.6,"K1/2 V","K",1,"V",8.03,6.25,44,0.87,18455
12880,"Wo 9089",,"02 38 28.0","+30 49 00",0.625,231.4,-103,"G1 V","G",1,"V",7.34,4.8,31,0.6,16397
12932,"Gl 118.2","C","02 55 35.9","+26 52 15",0.322,125,,"m",,,,13.86,12.44,52,1.58,
12938,"Gl 120.1","B","02 57 14.1","-24 58 06",0.025,126.4,,,,,,8.2,6.4,44,,
12943,"NN 3191",,"02 59 16.8","+31 46 24",0.228,15,,"m",,,,13.41,11.42,40,,
12951,"Gl 121.1",,"03 02 39.5","-18 09 43",0.435,66,,"m",,,,11.8,10.8,64.1,1.53,
15661,"Gl 808.1",,"20 48 29.0","-43 59 16",0.211,119.3,-14.9,"F1 IV","F",1,"IV",5.1,3.57,49.4,0.35,197937
16146,"Gl 903",,"23 39 21.3","+77 37 57",0.171,337.4,-43.1,"K1 IVe","K",1,"IV",3.21,2.32,66.5,1.03,222404
14780,"NN 3881","A","14 57 33.0","-00 10 01",0.067,115.9,20.6,"K1 III","K",1,"III",5.53,3.5,39.7,1.13,132132
14673,"NN 3841",,"14 19 16.3","+13 00 13",0.11,108.2,-3,"dF1","F",1,,5.41,3.4,40.4,0.38,125451
15840,"Gl 838.5",,"21 53 17.5","-13 33 08",0.311,87.4,-21.5,"F1 III","F",1,"III",5.08,3.38,45.7,0.37,207958
15013,"Wo 9566",,"16 32 52.0","+03 14 46",0.42,243,-58,"K1","K",1,,8.85,6.16,29,0.88,149162
12475,"GJ 2003",,"00 20 08.6","-17 03 35",0.18,65,,"M1","M",1,,11.69,9.75,41,1.55,
