"id","name","hd_id","ads_id","variable","ra","dec","visual_magnitude","bv_magnitude","spectral_type_full","spectral_type","sprectral_type_sub","intensity","note_flag"
1759,\N,34880,3926,\N,"05 20 26.4","-05 22 00",6.39,-0.03,"  B8III             ",\N,\N,\N,"*"
1760,\N,34904,\N,\N,"05 22 50.3","+41 01 46",5.54,0.12,"  A3V               ",\N,\N,\N,\N
1761,\N,34959,\N,\N,"05 21 19.3","+04 00 43",6.57,-0.09,"  B5Vp              ",\N,\N,\N,"*"
1762,\N,34968,3930,1940,"05 20 26.9","-21 14 22",4.71,-0.05,"  A0V               ",\N,\N,\N,\N
1763,\N,34989,\N,\N,"05 21 43.6","+08 25 43",5.8,-0.13,"  B1V               ",\N,\N,\N,"*"
1764,\N,35007,3941,\N,"05 21 31.8","-00 24 59",5.68,-0.12,"  B3V               ",\N,\N,\N,"*"
1765," 22    Ori",35039,\N,\N,"05 21 45.7","-00 22 57",4.73,-0.17,"  B2IV-V            ",\N,\N,\N,"*"
1766,\N,35046,\N,\N,"05 20 20.6","-34 41 56",6.34,0.33,"  F2IV-V            ",\N,\N,\N,\N
1767,"   Zet Pic",35072,\N,\N,"05 19 22.1","-50 36 22",5.45,0.51,"  F7III-IV          ",\N,\N,\N,\N
1768," 22    Aur",35076,\N,\N,"05 23 22.9","+28 56 12",6.46,-0.04,"  B9V s             ",\N,\N,\N,\N
1769,\N,35104,\N,\N,"05 21 51.0","-13 45 22",6.56,-0.09,"  B8V               ",\N,\N,\N,\N
1770," 23    Ori",35149,3962,\N,"05 22 50.0","+03 32 40",5,-0.15,"  B1V               ",\N,\N,\N,"*"
1771,\N,35162,3954,\N,"05 21 46.2","-24 46 23",5.06,0.67,"  G7II-III+A7IV-V   ",\N,\N,\N,"*"
1772,\N,35165,\N,"Var?     ","05 21 16.9","-34 20 43",6.09,-0.19,"  B5IVnpe           ",\N,\N,\N,"*"
1773," 21Sig Aur",35186,3984,\N,"05 24 39.2","+37 23 08",4.99,1.42,"  K4III             ",\N,\N,\N,"*"
1774,"110    Tau",35189,\N,\N,"05 23 37.7","+16 41 58",6.08,0.14,"  A2IV              ",\N,\N,\N,\N
1775,\N,35238,\N,\N,"05 24 38.3","+31 13 26",6.28,1.24,"  K1III             ",\N,\N,\N,\N
1776,\N,35239,\N,\N,"05 24 38.5","+31 08 35",5.94,0.04,"  B9III             ",\N,\N,\N,\N
1777,\N,35242,\N,\N,"05 23 31.1","+05 19 21",6.35,0.12,"  A2V               ",\N,\N,\N,"*"
1778,\N,35281,3978,\N,"05 23 18.5","-08 24 57",5.9,-0.03,"  B8III             ",\N,\N,\N,"*"
1779,\N,35295,4000,\N,"05 25 13.0","+34 51 19",6.55,1.11,"  K1pIII-IV+F6V     ",\N,\N,\N,"*"
1780,"111    Tau",35296,\N,\N,"05 24 25.4","+17 23 00",4.99,0.53,"  F8V               ",\N,\N,\N,"*"
1781,\N,35299,\N,\N,"05 23 42.3","-00 09 35",5.7,-0.21,"  B1.5V             ",\N,\N,\N,"*"
1782,\N,35317,3991,\N,"05 23 51.4","-00 52 02",6.11,0.5,"  F7V               ",\N,\N,\N,"*"
1783,"  8    Lep",35337,\N,\N,"05 23 30.2","-13 55 38",5.25,-0.21,"  B2IV              ",\N,\N,\N,\N
1784," 29    Ori",35369,\N,\N,"05 23 56.8","-07 48 29",4.14,0.96,"  G8IIIFe-0.5       ",\N,\N,\N,\N
1785,\N,35386,\N,\N,"05 23 12.0","-26 42 21",6.49,0.5,"  F6V               ",\N,\N,\N,\N
1786,\N,35407,\N,\N,"05 24 36.2","+02 21 10",6.32,-0.15,"  B4IVn             ",\N,\N,\N,"*"
1787," 27    Ori",35410,\N,\N,"05 24 28.9","-00 53 29",5.08,0.96,"  G9III-IVFe-1      ",\N,\N,\N,\N
1788," 28Eta Ori",35411,4002,"Eta Ori  ","05 24 28.6","-02 23 49",3.36,-0.17,"  B1V+B2e           ",\N,\N,\N,"*"
1789," 25Psi1Ori",35439,\N,"V1086 Ori","05 24 44.8","+01 50 47",4.95,-0.2,"  B1Vpe             ",\N,\N,\N,"*"
1790," 24Gam Ori",35468,\N,1972,"05 25 07.9","+06 20 59",1.64,-0.22,"  B2III             ",\N,\N,\N,"*"
1791,"112Bet Tau",35497,\N,\N,"05 26 17.5","+28 36 27",1.65,-0.13,"  B7III             ",\N,\N,\N,"*"
1792,\N,35505,\N,\N,"05 24 28.4","-16 58 34",5.65,0,"  A1V               ",\N,\N,\N,\N
1793,\N,35515,\N,"SW Col   ","05 23 24.0","-39 40 43",5.71,1.62,"  M1III             ",\N,\N,\N,"*"
1794,\N,35519,\N,\N,"05 26 54.3","+35 27 26",6.15,1.45,"  K2                ",\N,\N,\N,"*"
1795,\N,35520,\N,\N,"05 26 48.9","+34 23 30",5.94,0.14,"  A0III             ",\N,\N,\N,"*"
1796,\N,35521,\N,\N,"05 26 51.3","+33 15 46",6.15,1.15,"  K0                ",\N,\N,\N,\N
1797,\N,35528,\N,\N,"05 23 39.0","-37 20 12",6.82,1.04,"  K1III             ",\N,\N,\N,\N
1798,"113    Tau",35532,\N,\N,"05 26 05.7","+16 42 01",6.25,-0.08,"  B2Vn              ",\N,\N,\N,\N
1799,\N,35536,\N,\N,"05 25 01.6","-10 19 45",5.61,1.56,"  K5III             ",\N,\N,\N,\N
1800,\N,35548,4020,\N,"05 25 31.2","-00 32 39",6.57,-0.05,"  B9pHgSi           ",\N,\N,\N,"*"
1801,"   Kap Pic",35580,\N,\N,"05 22 22.1","-56 08 04",6.11,-0.1,"  B8-9V             ",\N,\N,\N,\N
1802," 17    Cam",35583,\N,2003,"05 30 10.2","+63 04 02",5.42,1.71,"  M1IIIa            ",\N,\N,\N,\N
1803,\N,35588,\N,1975,"05 25 47.0","+00 31 15",6.16,-0.18,"  B2.5V             ",\N,\N,\N,"*"
1804,\N,35600,\N,\N,"05 27 08.3","+30 12 31",5.74,0.16,"  B9Ib              ",\N,\N,\N,"*"
1805," 24Phi Aur",35620,\N,\N,"05 27 38.9","+34 28 33",5.07,1.4,"  K3IIICN+2         ",\N,\N,\N,"*"
1806,\N,35640,\N,\N,"05 26 02.4","-05 31 06",6.23,-0.06,"  B9.5Vn            ",\N,\N,\N,"*"
1807,\N,35656,\N,\N,"05 26 38.8","+06 52 09",6.42,-0.02,"  A0Vn              ",\N,\N,\N,\N
1808,"115    Tau",35671,4038,\N,"05 27 10.1","+17 57 44",5.42,-0.1,"  B5V               ",\N,\N,\N,"*"
1809,\N,35693,\N,\N,"05 27 13.8","+15 15 28",6.16,0.08,"  A1IV              ",\N,\N,\N,\N
1810,"114    Tau",35708,4048,\N,"05 27 38.1","+21 56 13",4.88,-0.15,"  B2.5IV            ",\N,\N,\N,"*"
1811," 30Psi2Ori",35715,4039,"Psi Ori  ","05 26 50.2","+03 05 44",4.59,-0.21,"  B2IV              ",\N,\N,\N,"*"
1812,\N,35736,4034,\N,"05 25 59.8","-19 41 44",5.89,0.4,"  F2V               ",\N,\N,\N,"*"
1813,\N,35765,\N,\N,"05 24 55.6","-44 13 33",6.08,1.2,"  K1III             ",\N,\N,\N,\N
1814,"116    Tau",35770,\N,\N,"05 27 45.6","+15 52 27",5.5,0.01,"  B9.5Vn            ",\N,\N,\N,\N
1815,\N,35798,\N,\N,"05 12 25.7","-81 32 30",6.51,1.11,"  K1III             ",\N,\N,\N,\N
1816,"117    Tau",35802,\N,\N,"05 28 01.6","+17 14 20",5.77,1.63,"  M1III             ",\N,\N,\N,\N
1817,\N,35850,\N,\N,"05 27 04.8","-11 54 03",6.35,0.51," dF7                ",\N,\N,\N,\N
1818,"   The Pic",35860,\N,\N,"05 24 46.2","-52 18 59",6.27,0.07,"  A0V               ",\N,\N,\N,"*"
1819,\N,35909,\N,\N,"05 28 34.8","+13 40 44",6.35,0.15,"  A4V               ",\N,\N,\N,\N
1820,\N,35912,\N,\N,"05 28 01.6","+01 17 54",6.41,-0.18,"  B2V               ",\N,\N,\N,"*"
1821,"118    Tau",35943,4068,2009,"05 29 16.5","+25 09 02",5.47,-0.04,"  B8.5V             ",\N,\N,\N,"*"
1822,\N,35984,\N,\N,"05 29 40.6","+29 11 11",6.24,0.45,"  F6III             ",\N,\N,\N,\N
1823,\N,35991,\N,\N,"05 27 36.5","-21 22 32",6.07,1.04," gG7                ",\N,\N,\N,"*"
1824,\N,36040,\N,\N,"05 30 48.6","+41 27 43",6,1.11,"  K0IIIp            ",\N,\N,\N,"*"
1825,\N,36041,\N,\N,"05 30 45.1","+39 49 33",6.37,0.97,"  G9III             ",\N,\N,\N,"*"
1826,\N,36058,4078,\N,"05 28 56.7","-03 18 27",6.39,-0.01,"  A0Vn              ",\N,\N,\N,"*"
1827,\N,36060,\N,\N,"05 27 05.3","-40 56 37",5.87,0.23,"  A7m               ",\N,\N,\N,\N
1828," 18    Cam",36066,\N,2058,"05 32 33.8","+57 13 16",6.48,0.57,"  F8V               ",\N,\N,\N,\N
1829,"  9Bet Lep",36079,4066,2008,"05 28 14.7","-20 45 34",2.84,0.82,"  G5II              ",\N,\N,\N,"*"
1830,\N,36134,\N,2022,"05 29 23.6","-03 26 47",5.79,1.15,"  K1-III            ",\N,\N,\N,\N
1831,\N,36160,\N,\N,"05 30 43.4","+22 27 45",6.29,1.18,"  K0                ",\N,\N,\N,\N
1832,\N,36162,\N,\N,"05 30 26.1","+15 21 37",5.94,0.14,"  A3Vn              ",\N,\N,\N,\N
1833,\N,36166,\N,\N,"05 29 54.8","+01 47 21",5.78,-0.2,"  B2V               ",\N,\N,\N,"*"
1834," 31    Ori",36167,4097,"CI Ori   ","05 29 44.0","-01 05 32",4.71,1.57,"  K5III             ",\N,\N,\N,"*"
1835,\N,36187,\N,\N,"05 28 15.3","-37 13 50",5.57,0.02,"  A1V               ",\N,\N,\N,\N
1836,"   Lam Dor",36189,\N,\N,"05 26 19.3","-58 54 45",5.14,1,"  G6III             ",\N,\N,\N,\N
1837,\N,36217,\N,"CK Ori   ","05 30 19.8","+04 12 15",6.21,1.27,"  K2IIIe            ",\N,\N,\N,"*"
1838,\N,36255,\N,\N,"05 29 06.7","-30 07 00",6.75,1.06,"  G8/K0III          ",\N,\N,\N,\N
1839," 32    Ori",36267,4115,\N,"05 30 47.1","+05 56 53",4.2,-0.14,"  B5V               ",\N,\N,\N,"*"
1840,\N,36285,\N,\N,"05 30 20.7","-07 26 05",6.33,-0.19,"  B2IV-V            ",\N,\N,\N,"*"
1841," NOVA 1891",\N,\N,"T Aur    ",\N,\N,\N,\N,"                    ",\N,\N,\N,"*"
1842," 33    Ori",36351,4123,\N,"05 31 14.5","+03 17 32",5.46,-0.18,"  B1IV+B1.5V        ",\N,\N,\N,"*"
1843," 25Chi Aur",36371,\N,\N,"05 32 43.7","+32 11 31",4.76,0.34,"  B5Iab             ",\N,\N,\N,"*"
1844,\N,36384,\N,2337,"05 39 43.7","+75 02 38",6.17,1.57,"  M0III             ",\N,\N,\N,\N
1845,"119    Tau",36389,\N,"CE Tau   ","05 32 12.8","+18 35 40",4.38,2.07,"  M2Iab-Ib          ",\N,\N,\N,"*"
1846,\N,36404,\N,\N,"05 33 28.7","+42 06 32",6.55,-0.02,"  B9IIIp:Hg:        ",\N,\N,\N,\N
1847,\N,36408,4131,\N,"05 32 14.2","+17 03 29",5.46,-0.04,"  B7IIIe            ",\N,\N,\N,"*"
1848,\N,36430,\N,\N,"05 31 20.9","-06 42 30",6.22,-0.17,"  B2V               ",\N,\N,\N,"*"
1849," 10    Lep",36473,\N,\N,"05 31 07.6","-20 51 49",5.55,0,"  A0V               ",\N,\N,\N,\N
1850,\N,36484,\N,\N,"05 33 27.5","+32 48 04",6.48,0.09,"  A2m               ",\N,\N,\N,\N
1851," 34Del Ori",36485,4134,\N,"05 32 00.5","-00 17 04",6.85,-0.16,"  B2V               ",\N,\N,\N,"*"
1852," 34Del Ori",36486,4134,"Del Ori  ","05 32 00.4","-00 17 57",2.23,-0.22,"  O9.5II            ",\N,\N,\N,"*"
1853,\N,36496,\N,\N,"05 37 16.2","+66 41 46",6.26,\N,"  A8Vn              ",\N,\N,\N,\N
1854,\N,36499,\N,\N,"05 33 38.0","+34 43 33",6.27,0.15,"  A3IV              ",\N,\N,\N,\N
1855," 36Ups Ori",36512,\N,\N,"05 31 55.8","-07 18 05",4.62,-0.26,"  B0V               ",\N,\N,\N,"*"
1856,\N,36553,\N,\N,"05 30 09.5","-47 04 40",5.46,0.62,"  G3IV              ",\N,\N,\N,\N
1857," 19    Cam",36570,4177,\N,"05 37 15.1","+64 09 17",6.15,0.01,"  A0V               ",\N,\N,\N,"*"
1858,"120    Tau",36576,\N,"V960 Tau ","05 33 31.6","+18 32 25",5.69,0.01,"  B2IV-Ve           ",\N,\N,\N,"*"
1859,\N,36584,\N,\N,"05 27 00.0","-68 37 22",6.03,0.34,"  F0IV-V            ",\N,\N,\N,\N
1860,\N,36589,\N,2132,"05 33 38.8","+20 28 27",6.18,-0.07,"  B6V               ",\N,\N,\N,\N
1861,\N,36591,4141,2107,"05 32 41.3","-01 35 31",5.35,-0.19,"  B1IV              ",\N,\N,\N,"*"
1862,"   Eps Col",36597,\N,\N,"05 31 12.7","-35 28 14",3.87,1.14,"  K1IIIa            ",\N,\N,\N,\N
1863,\N,36646,4150,2131,"05 33 07.2","-01 43 06",6.46,-0.09,"  B4Vn              ",\N,\N,\N,"*"
1864," 35    Ori",36653,\N,\N,"05 33 54.3","+14 18 20",5.64,-0.14,"  B3V               ",\N,\N,\N,\N
1865," 11Alp Lep",36673,4146,2128,"05 32 43.8","-17 49 20",2.58,0.21,"  F0Ib              ",\N,\N,\N,"*"
1866,\N,36678,\N,\N,"05 36 35.2","+54 25 44",5.73,1.63,"  M0III             ",\N,\N,\N,\N
1867,\N,36689,\N,\N,"05 29 17.4","-62 18 52",6.59,1.53,"  K4-5III           ",\N,\N,\N,\N
1868,\N,36695,\N,"VV Ori   ","05 33 31.4","-01 09 22",5.34,-0.18,"  B1V               ",\N,\N,\N,"*"
1869,\N,36719,\N,\N,"05 36 15.9","+47 42 55",6.11,0.26," dF0                ",\N,\N,\N,\N
1870,\N,36734,\N,\N,"05 31 36.1","-45 55 31",5.86,1.35,"  K3III             ",\N,\N,\N,\N
1871,\N,36741,\N,\N,"05 33 57.6","+01 24 28",6.59,-0.17,"  B2V               ",\N,\N,\N,"*"
1872," 38    Ori",36777,\N,\N,"05 34 16.7","+03 46 01",5.36,0.05,"  A2V               ",\N,\N,\N,"*"
1873,\N,36779,4159,\N,"05 34 03.9","-01 02 08",6.22,-0.17,"  B2.5V             ",\N,\N,\N,"*"
1874,\N,36780,\N,\N,"05 34 04.0","-01 28 14",5.93,1.55,"  K5III             ",\N,\N,\N,\N
1875,"121    Tau",36819,\N,"Var?     ","05 35 27.1","+24 02 22",5.38,-0.09,"  B2.5IV            ",\N,\N,\N,"*"
1876," 37Phi1Ori",36822,\N,\N,"05 34 49.2","+09 29 22",4.41,-0.16,"  B0III             ",\N,\N,\N,"*"
1877,\N,36848,\N,\N,"05 32 51.3","-38 30 47",5.48,1.22,"  K2III             ",\N,\N,\N,\N
1878,\N,36859,\N,\N,"05 35 55.5","+27 39 44",6.27,1.54,"  K0                ",\N,\N,\N,\N
1879," 39Lam Ori",36861,4179,2240,"05 35 08.3","+09 56 03",3.54,-0.18,"  O8III((f))        ",\N,\N,\N,"*"
1880," 39Lam Ori",36862,4179,2240,"05 35 08.5","+09 56 06",5.61,0.04,"  B0.5V             ",\N,\N,\N,"*"
1881,\N,36874,\N,2158,"05 33 07.4","-35 08 23",5.78,1.07,"  K0III             ",\N,\N,\N,\N
1882,\N,36876,\N,\N,"05 30 15.9","-63 55 40",6.19,0.22,"  F0IV              ",\N,\N,\N,\N
1883,\N,36881,4181,2251,"05 35 13.4","+10 14 24",5.6,0.12,"  B9IIIpHg:Mn:      ",\N,\N,\N,"*"
1884,\N,36891,\N,\N,"05 36 52.4","+40 10 56",6.09,1.03,"  G3Ib+F            ",\N,\N,\N,\N
1885,\N,36905,\N,\N,"06 01 20.2","+85 10 56",6.11,1.57,"  M0III             ",\N,\N,\N,\N
1886,\N,36959,4182,2261,"05 35 00.9","-06 00 33",5.67,-0.23,"  B1V               ",\N,\N,\N,"*"
1887,\N,36960,4182,\N,"05 35 02.7","-06 00 07",4.78,-0.25,"  B0.5V             ",\N,\N,\N,"*"
1888,\N,36965,\N,\N,"05 33 52.1","-29 50 56",6.53,-0.02,"  A0V               ",\N,\N,\N,\N
1889,\N,36994,\N,\N,"05 36 30.2","+25 56 22",6.49,0.43,"  F5III             ",\N,\N,\N,\N
1890,\N,37017,\N,"V1046 Ori","05 35 21.8","-04 29 36",6.56,-0.13,"  B1.5V             ",\N,\N,\N,"*"
1891,\N,37016,\N,\N,"05 35 22.5","-04 25 31",6.24,-0.15,"  B2.5V             ",\N,\N,\N,"*"
1892," 42    Ori",37018,4187,2318,"05 35 23.2","-04 50 18",4.59,-0.19,"  B1V               ",\N,\N,\N,"*"
1893," 41The1Ori",37020,4186,"V1016 Ori","05 35 15.9","-05 23 14",6.73,0.02,"  B0.5V             ",\N,\N,\N,"*"
1894," 41The1Ori",37021,4186,"BM Ori   ","05 35 16.1","-05 23 07",7.96,0.24,"  B0V               ",\N,\N,\N,"*"
1895," 41The1Ori",37022,4186,2294,"05 35 16.5","-05 23 23",5.13,0.02,"  O6p               ",\N,\N,\N,"*"
1896," 41The1Ori",37023,4186,2295,"05 35 17.3","-05 23 16",6.7,0.09,"  B0.5Vp            ",\N,\N,\N,"*"
1897," 43The2Ori",37041,4188,2320,"05 35 22.9","-05 24 58",5.08,-0.09,"  O9.5Vp            ",\N,\N,\N,"*"
1898,\N,37040,4192,\N,"05 35 31.1","-04 21 53",6.38,-0.14,"  B2.5IV            ",\N,\N,\N,"*"
1899," 44Iot Ori",37043,4193,2334,"05 35 26.0","-05 54 36",2.77,-0.24,"  O9III             ",\N,\N,\N,"*"
1900,\N,37055,\N,2350,"05 35 35.8","-03 15 10",6.4,-0.12,"  B3IV              ",\N,\N,\N,"*"
1901," 45    Ori",37077,4196,\N,"05 35 39.5","-04 51 21",5.26,0.24,"  F0III             ",\N,\N,\N,"*"
1902,\N,37098,4208,2426,"05 37 08.8","+26 55 27",5.83,-0.07,"  B9IV-V            ",\N,\N,\N,"*"
1903," 46Eps Ori",37128,\N,"Eps Ori  ","05 36 12.8","-01 12 07",1.7,-0.19,"  B0Ia              ",\N,\N,\N,"*"
1904,\N,37138,\N,\N,"05 37 45.7","+33 33 33",6.33,1.31,"  K0                ",\N,\N,\N,\N
1905,"122    Tau",37147,\N,\N,"05 37 03.8","+17 02 25",5.54,0.22,"  F0V               ",\N,\N,\N,"*"
1906,\N,37150,\N,2416,"05 36 15.0","-05 38 53",6.54,-0.18,"  B3V               ",\N,\N,\N,"*"
1907," 40Phi2Ori",37160,\N,\N,"05 36 54.3","+09 17 26",4.09,0.95,"  K0IIIbFe-2        ",\N,\N,\N,"*"
1908,\N,37171,\N,\N,"05 37 04.4","+11 02 06",5.94,1.58,"  K4III             ",\N,\N,\N,\N
1909,\N,37192,\N,\N,"05 35 15.4","-33 04 48",5.78,1.12,"  K2IIIa            ",\N,\N,\N,\N
1910,"123Zet Tau",37202,\N,"Zet Tau  ","05 37 38.7","+21 08 33",3,-0.19,"  B4IIIpe           ",\N,\N,\N,"*"
1911,\N,37209,4212,2433,"05 36 35.7","-06 03 54",5.72,-0.22,"  B1V               ",\N,\N,\N,"*"
1912,\N,37226,\N,\N,"05 33 44.4","-54 54 08",6.43,0.55,"  F8V               ",\N,\N,\N,"*"
1913,\N,37232,\N,\N,"05 37 19.3","+08 57 07",6.12,-0.17,"  B2IV-V            ",\N,\N,\N,"*"
1914," 26    Aur",37269,4229,2485,"05 38 38.1","+30 29 33",5.4,0.45,"  F9III+B9.5V       ",\N,\N,\N,"*"
1915,\N,37286,\N,\N,"05 36 10.3","-28 42 28",6.26,0.13,"  A2/3III/V:        ",\N,\N,\N,\N
1916,\N,37289,\N,\N,"05 42 26.4","+65 41 52",5.6,1.24," gK5                ",\N,\N,\N,\N
1917,\N,37297,\N,\N,"05 32 59.6","-64 13 39",5.34,1.04,"  G8-K0III          ",\N,\N,\N,"*"
1918,\N,37303,\N,2467,"05 37 27.4","-05 56 18",6.05,-0.22,"  B1V               ",\N,\N,\N,"*"
1919,\N,37306,\N,\N,"05 37 08.8","-11 46 32",6.11,0.05,"  A2V               ",\N,\N,\N,\N
1920,\N,37320,\N,\N,"05 38 01.1","+07 32 29",5.88,-0.07,"  B8III             ",\N,\N,\N,\N
1921,\N,37329,\N,\N,"05 38 57.4","+26 37 04",6.37,\N,"  G9III             ",\N,\N,\N,"*"
1922,"   Bet Dor",37350,\N,"Bet Dor  ","05 33 37.5","-62 29 23",3.76,0.82,"  F6Ia              ",\N,\N,\N,"*"
1923,\N,37356,\N,2483,"05 37 53.4","-04 48 49",6.19,-0.04,"  B2IV-V            ",\N,\N,\N,"*"
1924,\N,37367,\N,\N,"05 39 18.4","+29 12 55",5.96,0.16,"  B2IV-V            ",\N,\N,\N,"*"
1925,\N,37394,\N,\N,"05 41 20.3","+53 28 52",6.23,0.84,"  K1V               ",\N,\N,\N,"*"
1926,"   Nu 1Col",37430,\N,\N,"05 37 16.5","-27 52 17",6.16,0.34,"  F0IV              ",\N,\N,\N,\N
1927,\N,37434,\N,"TX Pic   ","05 36 02.7","-47 18 50",6.11,1.16,"  K2III+F           ",\N,\N,\N,\N
1928,"125    Tau",37438,\N,\N,"05 39 44.2","+25 53 49",5.18,-0.15,"  B3IV              ",\N,\N,\N,"*"
1929,\N,37439,\N,\N,"05 39 27.0","+21 45 46",6.34,0.06,"  A1Vn              ",\N,\N,\N,\N
1930,\N,37462,\N,\N,"05 35 02.4","-58 52 16",6.75,1.45,"  K4III             ",\N,\N,\N,\N
1931," 48Sig Ori",37468,4241,\N,"05 38 44.8","-02 36 00",3.81,-0.24,"  O9.5V             ",\N,\N,\N,"*"
1932,\N,37479,4241,"V1030 Ori","05 38 47.1","-02 35 39",6.65,-0.19,"  B2Vp              ",\N,\N,\N,"*"
1933,\N,37481,\N,\N,"05 38 37.8","-06 34 26",5.96,-0.23,"  B1.5IV            ",\N,\N,\N,"*"
1934," 47Ome Ori",37490,\N,"Ome Ori  ","05 39 11.1","+04 07 17",4.57,-0.11,"  B3IIIe            ",\N,\N,\N,"*"
1935,"   Nu 2Col",37495,\N,\N,"05 37 44.6","-28 41 22",5.31,0.46,"  F4V               ",\N,\N,\N,\N
1936,\N,37501,\N,\N,"05 34 57.6","-61 10 33",6.32,0.85,"  G5IV              ",\N,\N,\N,\N
1937," 49    Ori",37507,\N,\N,"05 38 53.1","-07 12 47",4.8,0.13,"  A4V               ",\N,\N,\N,"*"
1938,\N,37519,\N,2537,"05 40 35.9","+31 21 29",6.04,0.04,"  B9.5III-IVp:      ",\N,\N,\N,\N
1939,\N,37536,\N,"NO Aur   ","05 40 42.1","+31 55 15",6.11,2.12,"  M2IIIS            ",\N,\N,\N,"*"
1940,\N,37594,\N,\N,"05 39 31.2","-03 33 53",6,0.27,"  A8V s             ",\N,\N,\N,\N
1941," 24    Cam",37601,\N,\N,"05 43 01.6","+56 34 54",6.05,0.95,"  K0III             ",\N,\N,\N,\N
1942,\N,37635,\N,\N,"05 39 30.8","-09 42 24",6.5,-0.1,"  B7V               ",\N,\N,\N,"*"
1943," 23    Cam",37638,\N,\N,"05 44 08.6","+61 28 36",6.15,0.9," gG5                ",\N,\N,\N,\N
1944,\N,37643,4254,\N,"05 39 16.3","-17 50 58",6.38,-0.12,"  B7V               ",\N,\N,\N,"*"
1945,\N,37646,4262,\N,"05 41 21.0","+29 29 15",6.43,-0.11,"  B8IV              ",\N,\N,\N,"*"
1946,"126    Tau",37711,4265,2560,"05 41 17.7","+16 32 02",4.86,-0.13,"  B3IV              ",\N,\N,\N,"*"
1947,\N,37717,\N,\N,"05 38 43.6","-40 42 27",5.82,-0.09,"  B8V               ",\N,\N,\N,\N
1948," 50Zet Ori",37742,4263,2553,"05 40 45.5","-01 56 34",2.05,-0.21,"  O9.7Ib            ",\N,\N,\N,"*"
1949," 50Zet Ori",37743,4263,2553,"05 40 45.6","-01 56 34",4.21,\N,"  B0III             ",\N,\N,\N,"*"
1950,\N,37744,\N,\N,"05 40 37.3","-02 49 30",6.22,-0.2,"  B1.5V             ",\N,\N,\N,"*"
1951,\N,37752,\N,\N,"05 41 54.6","+23 19 35",6.59,-0.06,"  B8p               ",\N,\N,\N,"*"
1952,\N,37756,\N,2556,"05 40 50.6","-01 07 44",4.95,-0.21,"  B2IV-V            ",\N,\N,\N,"*"
1953,"   Gam Men",37763,\N,\N,"05 31 52.9","-76 20 28",5.19,1.13,"  K2III             ",\N,\N,\N,"*"
1954,\N,37784,\N,\N,"05 42 03.9","+22 39 37",6.36,\N,"  K2                ",\N,\N,\N,\N
1955,\N,37788,\N,\N,"05 41 05.6","+00 20 16",5.93,0.3,"  F0IV              ",\N,\N,\N,"*"
1956,"   Alp Col",37795,\N,2549,"05 39 38.9","-34 04 27",2.64,-0.12,"  B7IVe             ",\N,\N,\N,"*"
1957,\N,37808,\N,"V1051 Ori","05 40 46.0","-10 24 34",6.52,-0.16,"  B9.5IIIpSi4200    ",\N,\N,\N,"*"
1958,\N,37811,\N,\N,"05 39 49.8","-32 37 45",5.45,0.92,"  G6-8III           ",\N,\N,\N,\N
1959,\N,37904,4279,\N,"05 41 40.3","-02 53 46",6.42,0.3,"  A9IV-V            ",\N,\N,\N,"*"
1960,\N,37935,\N,\N,"05 36 54.7","-66 33 37",6.31,-0.07,"  B9.5V             ",\N,\N,\N,"*"
1961,\N,37967,\N,"V731 Tau ","05 43 19.5","+23 12 15",6.21,-0.06,"  B2.5Ve            ",\N,\N,\N,"*"
1962,\N,37971,\N,\N,"05 41 41.5","-16 43 32",6.21,-0.13,"  B3IVp             ",\N,\N,\N,"*"
1963," 51    Ori",37984,\N,\N,"05 42 28.6","+01 28 29",4.91,1.17,"  K1III             ",\N,\N,\N,"*"
1964,\N,37993,\N,"WX Men   ","05 34 44.7","-73 44 29",5.78,1.71,"  M3III             ",\N,\N,\N,"*"
1965,\N,38054,\N,\N,"05 42 14.3","-17 31 49",6.15,1.38,"  K0                ",\N,\N,\N,\N
1966,\N,38056,\N,\N,"05 41 27.0","-33 24 02",6.34,-0.04,"  A0V               ",\N,\N,\N,\N
1967,\N,38089,4299,\N,"05 42 53.8","-06 47 46",6.02,0.4,"  F3V               ",\N,\N,\N,"*"
1968," 12    Lep",38090,\N,\N,"05 42 13.9","-22 22 25",5.87,0.11,"  A2                ",\N,\N,\N,"*"
1969," 26    Cam",38091,\N,2615,"05 46 30.4","+56 06 56",5.94,0.17,"  A4Vn              ",\N,\N,\N,\N
1970,\N,38099,\N,"V1197 Ori","05 43 09.3","-01 36 47",6.31,1.47,"  K4III             ",\N,\N,\N,"*"
1971," 27Omi Aur",38104,\N,\N,"05 45 54.0","+49 49 35",5.47,0.03,"  A2VpCr            ",\N,\N,\N,"*"
1972,\N,38138,\N,\N,"05 42 11.6","-30 32 08",6.19,0.01,"  A0V               ",\N,\N,\N,\N
1973,\N,38170,\N,\N,"05 42 15.1","-34 40 04",5.29,-0.05,"  B9.5V             ",\N,\N,\N,\N
1974,\N,38189,\N,\N,"05 45 49.5","+40 30 26",6.58,0.25,"  A3Del Del         ",\N,\N,\N,\N
1975,\N,38206,\N,\N,"05 43 21.6","-18 33 27",5.73,-0.01,"  A0V s             ",\N,\N,\N,\N
1976,\N,38284,4376,\N,"05 49 04.9","+62 48 29",6.13,\N,"  A4V               ",\N,\N,\N,\N
